snr_db,symbol_id,I_clean,Q_clean,rx_I,rx_Q,r,theta
0,0,-0.9486832980505138,-0.9486832980505138,-1.4811853867544078,-0.2198703837216329,1.4974154852854644,-2.9942265960889483
0,0,-0.9486832980505138,-0.9486832980505138,-1.0589701414411274,-1.484161649109295,1.823226140979408,-2.1905346380880255
0,0,-0.9486832980505138,-0.9486832980505138,-1.905647910928553,0.1588738999088175,1.9122591028672329,3.0584149905218503
0,0,-0.9486832980505138,-0.9486832980505138,-1.3082036035372038,-1.2245745269325046,1.7919206010087871,-2.3892012126007565
0,0,-0.9486832980505138,-0.9486832980505138,-1.4029579979852551,0.1139014766917632,1.4075740444123568,3.0605836640430195
0,0,-0.9486832980505138,-0.9486832980505138,-1.714316578684218,-1.2522614382367077,2.1229790488005835,-2.5107066042641253
0,0,-0.9486832980505138,-0.9486832980505138,-0.651752473061976,-0.1324516646028328,0.6650749804333818,-2.9410991423130124
0,0,-0.9486832980505138,-0.9486832980505138,-0.1311034391015308,-0.3181642142301778,0.3441171006517335,-1.9616576913782673
0,0,-0.9486832980505138,-0.9486832980505138,-1.332073749163719,-0.7324018409998352,1.5201424044842096,-2.6388870423849657
0,0,-0.9486832980505138,-0.9486832980505138,-1.26433173576867,-1.7157530814969093,2.1312774044544174,-2.2058580490698416
0,0,-0.9486832980505138,-0.9486832980505138,-0.6852428435977369,-0.9283423023788,1.153853190439704,-2.2066611155979805
0,0,-0.9486832980505138,-0.9486832980505138,-1.0954370760564025,-1.156521692553976,1.5929610205359432,-2.329076035572519
0,0,-0.9486832980505138,-0.9486832980505138,-2.0687283821759754,-1.4720622625469906,2.5390164284689836,-2.523138199656797
0,0,-0.9486832980505138,-0.9486832980505138,-0.9214256903261072,-2.390339654792771,2.561786284620122,-1.9387222495710068
0,0,-0.9486832980505138,-0.9486832980505138,-0.4930927460633956,-0.5742154010399165,0.7568776539255023,-2.2803335699580036
0,0,-0.9486832980505138,-0.9486832980505138,-1.4183086164935756,-1.653600279639721,2.178530058650668,-2.2797491421071547
0,0,-0.9486832980505138,-0.9486832980505138,-1.154044149965794,-0.6570612599640633,1.3279862195880778,-2.6240107930064527
0,0,-0.9486832980505138,-0.9486832980505138,-1.754810065273542,-1.5388556313296786,2.333974082816773,-2.4216673670622773
0,0,-0.9486832980505138,-0.9486832980505138,-0.436439210541828,-0.1125225514098834,0.45071111487754983,-2.889268082416301
0,0,-0.9486832980505138,-0.9486832980505138,-1.3886273224223258,0.2920541128134495,1.4190072041357116,2.9342953644074248
0,0,-0.9486832980505138,-0.9486832980505138,-0.1854377125650845,-0.1492902196373866,0.23806451839942472,-2.4637682759655224
0,0,-0.9486832980505138,-0.9486832980505138,-1.570207125286207,-1.6913922547679507,2.3078904167634535,-2.319056449610278
0,0,-0.9486832980505138,-0.9486832980505138,-0.5636904817853219,-1.799142806671871,1.8853810750228999,-1.874419491797147
0,0,-0.9486832980505138,-0.9486832980505138,-1.2719231556123096,-1.1202856381786668,1.6949420122506134,-2.4194978734193437
0,0,-0.9486832980505138,-0.9486832980505138,-0.0781677497716902,-1.5094254907618132,1.5114481497113654,-1.6225365318179612
0,0,-0.9486832980505138,-0.9486832980505138,-1.6660739584949718,-2.2024636417975887,2.7616387397006514,-2.218418544467763
0,0,-0.9486832980505138,-0.9486832980505138,-0.2287398850572354,-1.0362721211121924,1.0612171521467035,-1.7880460813004584
0,0,-0.9486832980505138,-0.9486832980505138,-0.7503502978663146,-0.7260650832141714,1.044124549357436,-2.372641775353556
0,0,-0.9486832980505138,-0.9486832980505138,-1.4278111441248376,0.2641120166962791,1.4520329957168512,2.9586832653574895
0,0,-0.9486832980505138,-0.9486832980505138,-0.6549564671686636,-2.022952706797966,2.126336198212144,-1.8839086506422238
0,0,-0.9486832980505138,-0.9486832980505138,-0.5426897978875167,-0.8777823092305868,1.0319951546055703,-2.1245277073863424
0,0,-0.9486832980505138,-0.9486832980505138,-1.7160605481433897,-1.447565160511433,2.2450631837034525,-2.44086111682236
0,0,-0.9486832980505138,-0.9486832980505138,-1.016933729022358,-1.2046032157498607,1.5764590437490673,-2.2719172695281986
0,0,-0.9486832980505138,-0.9486832980505138,-1.8804655247333537,-1.0132569295020923,2.1360805684464936,-2.6473633410689623
0,0,-0.9486832980505138,-0.9486832980505138,-0.8252083701481,-1.0109414415741125,1.3049794835377406,-2.25538384011056
0,0,-0.9486832980505138,-0.9486832980505138,0.2934471250818131,-0.4643723879770786,0.5493204255571749,-1.0072348763308152
0,0,-0.9486832980505138,-0.9486832980505138,-1.6784503565332505,-0.2120783647109563,1.6917957418450578,-3.015905036226895
0,0,-0.9486832980505138,-0.9486832980505138,-0.8301138910547969,0.7179606717714602,1.0975229374972815,2.428515051140572
0,0,-0.9486832980505138,-0.9486832980505138,-1.5104160427372686,-0.083130427171134,1.5127019832338973,-3.086610027807887
0,0,-0.9486832980505138,-0.9486832980505138,-1.655910465915002,-0.8671939280996486,1.8692417660804974,-2.6591683304819393
